,income_level,sex,age,town,occupation,height,1sibling,2home,3educ,4travel,5credit,6cr sum,7card,8pastime,9changes,10daily travel,11travel mode,12conscious,13accounts,14sum,15mobile,16mobtime,17car,18internet,19sport,20vegan,21civil,22polit,23ill,24medicine,25doctor,26covid,27advert,28culture,29food,30children,31rooms,32valuables,33cloths,34jewels,35smoke,36alcohol,37music,38face,39twitter,40online1,41online2,42TV,43refurb,44move,45travdest
6081,0,male,48,Nagykanizsa,asztalos ,169,3,0,4,0,1,1,1,1,2,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,4,0,1,0,1515,3,3,1,3,2,1,1,1,0,0,1,0,0
6082,1,female,38,Nagykanizsa,Lakatos ,161,4,0,3,1,1,1,1,1,3,1,0,0,1,927954,0,0,0,0,1,0,0,1,1,0,3,0,0,1,3,0,3,1772,3,1,1,2,2,0,1,1,2,0,0,1,4
6083,1,female,26,Budakeszi,Szakorvos ,180,3,0,4,1,1,2,1,3,2,3,0,0,0,1163497,1,0,0,1,1,1,0,1,0,1,3,3,0,4,0,0,4,0,1,3,1,2,1,1,1,1,2,0,0,1,1
6084,1,female,49,Budakeszi,Lakatos ,187,0,2,4,0,1,1,1,1,2,3,4,0,0,0,1,0,0,0,1,0,0,1,1,0,5,1,0,0,0,0,2,0,2,1,1,3,2,1,0,1,0,1,0,0,1
6085,0,male,32,Budakeszi,Lakatos ,176,4,0,3,1,1,1,0,0,2,1,0,0,0,322787,1,1,0,0,1,1,1,1,1,0,1,0,0,2,4,1,1,0,3,0,1,1,2,1,0,0,0,1,0,0,1
6086,1,male,40,Nagybajcs,asztalos ,190,4,0,3,1,1,3,1,1,2,4,3,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,2,0,4,278,3,0,0,1,2,0,0,1,2,1,1,1,4
6087,1,female,29,Nagybajcs,Lakatos ,161,4,0,0,1,1,1,1,1,2,1,3,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4,0,2,0,0,2,2,1,3,2,1,1,1,0,0,0,0,2
6088,0,male,26,Budakeszi,asztalos ,163,2,0,3,1,1,1,1,2,2,4,0,0,0,0,1,0,1,0,1,1,0,1,1,1,5,3,1,0,2,1,3,940,2,3,1,1,1,0,0,1,1,1,0,0,3
6089,0,male,39,Budakeszi,asztalos ,179,1,0,3,1,1,1,1,1,2,4,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,4,0,3,1,1,3,1,0,1,1,0,1,0,1,1
6090,0,male,58,Nagykanizsa,Lakatos ,166,0,0,2,0,1,1,1,4,2,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,5,1,1,4,1,1,3,0,3,3,1,2,1,1,0,1,0,0,1,1,2
6091,0,female,59,Nagybajcs,Szakorvos ,164,4,0,3,1,1,1,1,2,2,1,3,0,0,3338566,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,0,3,0,2,3,1,3,2,1,0,1,1,0,1,0,3
6092,0,male,57,Nagybajcs,asztalos ,175,3,2,3,0,1,0,0,2,2,2,0,0,0,149595,1,0,1,0,1,1,1,1,1,0,0,1,1,4,2,0,0,0,3,1,1,3,1,0,0,2,2,1,1,0,1
6093,0,male,57,Nagybajcs,Lakatos ,166,4,0,3,1,1,2,1,2,2,3,4,0,1,1328052,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,3,0,2113,1,3,1,1,1,1,0,1,1,0,1,1,3
6094,0,female,47,Budakeszi,Lakatos ,160,1,0,3,0,1,1,1,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2,2,0,0,3,1,1,1,2,1,0,0,0,0,1,0,1
6095,1,female,42,Nagykanizsa,Szakorvos ,174,0,2,3,1,1,1,1,1,3,2,0,0,1,899649,0,0,0,0,1,1,0,0,1,0,1,0,0,4,0,0,0,343,2,1,1,2,2,0,1,2,0,1,1,1,1
6096,1,male,25,Nagykanizsa,Szakorvos ,157,0,0,4,0,1,1,1,0,2,0,0,0,0,970244,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,6661,1,1,1,2,2,1,0,1,0,0,0,1,3
6097,1,male,42,Nagykanizsa,Lakatos ,173,3,0,4,1,1,1,0,1,0,4,1,0,0,1910852,1,0,0,0,1,1,0,1,0,0,1,3,0,1,0,0,3,1253,2,1,1,2,1,1,1,1,2,0,1,1,0
6098,0,male,60,Nagykanizsa,asztalos ,145,3,0,4,1,1,1,0,2,2,6,0,0,0,3139027,1,0,0,0,1,0,0,1,0,1,1,3,0,1,2,0,3,1033,2,1,1,3,2,1,1,1,2,0,1,0,1
6099,0,male,33,Nagykanizsa,Szakorvos ,167,3,0,3,1,1,2,1,3,2,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,4,1,1,1,2,0,0,1403,2,0,1,3,0,0,0,1,2,0,1,0,2
6100,1,male,65,Nagybajcs,Lakatos ,176,0,0,3,1,1,1,1,1,3,2,4,0,1,1265589,0,0,0,1,0,1,0,1,0,0,3,0,0,4,0,3,4,7250,2,1,1,3,2,0,1,1,0,1,1,0,2
6101,1,male,65,Nagykanizsa,Szakorvos ,172,3,0,4,0,1,1,1,1,3,3,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,3,2,1,1,2,2,0,1,1,0
6102,1,female,30,Budakeszi,Lakatos ,173,4,2,4,1,1,2,1,1,2,1,1,0,0,2309003,0,0,0,1,1,0,0,1,1,0,3,0,0,1,2,3,1,0,2,1,1,1,1,1,1,1,0,0,1,1,2
6103,1,male,58,Budakeszi,asztalos ,170,0,0,2,1,0,1,1,4,3,1,0,0,0,671878,0,0,0,0,1,0,0,1,1,0,5,2,0,3,0,1,0,0,3,3,1,3,1,0,1,1,2,1,0,0,3
6104,1,male,33,Nagykanizsa,asztalos ,189,2,0,3,1,1,1,1,1,2,3,1,0,0,0,1,0,0,1,1,0,0,1,1,0,5,1,0,3,2,1,0,0,2,3,1,1,2,0,0,2,2,1,1,0,1
6105,1,female,62,Nagykanizsa,asztalos ,160,4,2,3,0,1,1,1,1,3,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,5,2,0,4,4,4,0,0,2,1,1,1,1,1,0,1,2,0,1,0,1
6106,1,male,50,Nagykanizsa,Szakorvos ,162,0,0,3,0,1,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2,0,4,1985,3,2,1,1,2,0,0,2,2,1,0,0,0
6107,0,male,65,Nagybajcs,Szakorvos ,168,0,0,1,1,1,2,1,1,2,0,1,0,0,1879032,1,0,0,1,1,0,0,1,1,1,1,2,0,4,2,0,1,0,2,0,1,1,3,0,1,2,0,2,0,0,2
6108,1,male,65,Nagykanizsa,Szakorvos ,169,2,2,4,1,1,1,1,1,2,3,1,0,0,2149808,1,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1,4,75,3,3,1,3,2,1,1,1,2,1,1,1,2
6109,0,male,40,Budakeszi,asztalos ,155,1,0,3,1,1,1,1,4,2,0,0,0,0,695144,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,4,1282,3,3,1,3,0,0,0,0,0,1,0,1,1
6110,1,female,55,Nagykanizsa,Lakatos ,179,3,0,1,0,1,2,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,4,1,1,4,1,0,3,0,2,1,1,1,2,1,1,1,0,1,0,1,0
6111,1,male,65,Budakeszi,asztalos ,173,4,0,3,1,1,1,1,1,2,2,4,0,0,0,1,0,1,0,1,0,0,1,0,0,2,1,0,4,1,0,0,1716,1,1,1,1,1,1,0,1,0,0,1,1,0
6112,1,female,58,Nagykanizsa,asztalos ,167,0,2,3,0,1,1,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,5,3,0,1,0,0,3,10306,2,3,1,2,2,0,0,1,0,1,0,0,1
6113,0,male,30,Nagykanizsa,Szakorvos ,153,3,0,3,1,1,1,1,2,3,7,4,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,4,0,0,4,1590,1,2,1,3,2,1,1,0,0,0,0,0,0
6114,0,male,42,Nagykanizsa,Szakorvos ,167,3,0,3,1,1,2,1,2,2,2,0,0,0,3367149,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,4,0,2,0,1,3,2,0,0,1,2,0,0,0,1
6115,1,male,50,Budakeszi,Szakorvos ,168,3,0,1,0,1,1,1,1,2,2,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,2,4678,3,1,1,1,2,1,0,2,1,1,1,0,3
6116,1,male,53,Budakeszi,Lakatos ,171,0,0,3,0,1,1,1,0,2,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,5,0,1,1,0,0,2,12628,2,1,1,0,2,0,1,2,0,0,0,0,4
6117,1,male,25,Nagykanizsa,Lakatos ,173,3,0,2,1,0,1,1,3,3,2,0,0,0,3208182,1,0,1,0,1,1,0,1,0,0,5,1,0,1,0,0,0,0,3,1,1,3,2,0,1,2,2,0,1,0,3
6118,0,male,38,Nagykanizsa,asztalos ,171,0,0,1,1,1,1,1,1,2,0,0,0,0,801798,1,0,1,0,1,1,1,1,0,1,3,0,0,1,0,0,3,6084,3,1,1,3,1,1,0,1,2,1,1,0,2
6119,1,male,56,Nagykanizsa,Lakatos ,166,4,2,2,1,1,1,1,2,2,4,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,3,0,1,2,0,1,1273,2,1,1,2,0,0,0,1,0,1,1,0,4
6120,0,female,31,Nagykanizsa,asztalos ,167,2,0,3,1,1,1,1,0,2,1,4,0,0,3147899,1,0,1,0,1,1,0,1,0,1,1,2,1,4,0,2,0,947,2,1,1,3,1,1,1,1,0,0,0,0,3
6121,1,male,42,Nagykanizsa,Lakatos ,178,1,1,3,1,1,1,1,3,2,2,0,0,0,1650925,1,0,0,1,1,0,1,0,1,0,5,1,0,1,2,0,1,8319,1,1,1,3,2,1,1,1,0,0,1,0,1
6122,0,male,25,Nagykanizsa,Szakorvos ,181,4,0,3,0,1,1,1,2,2,1,0,0,0,1065893,0,1,1,0,1,0,0,1,0,0,5,2,1,0,2,0,4,0,1,1,1,1,1,0,0,1,0,1,0,0,1
6123,1,male,64,Budakeszi,asztalos ,183,3,0,3,0,1,1,1,1,2,2,1,0,0,1780483,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,1,1
6124,0,female,33,Nagybajcs,Lakatos ,174,4,0,3,1,1,1,1,1,2,1,1,0,1,439656,0,0,0,0,1,0,0,0,1,0,5,0,0,1,2,0,0,0,2,1,1,1,2,0,1,1,2,1,1,1,2
6125,0,male,35,Nagykanizsa,Szakorvos ,158,0,0,2,1,1,1,1,3,2,8,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,4,0,2,3,5446,2,1,1,1,2,1,1,1,2,0,0,0,4
6126,1,male,46,Nagykanizsa,Lakatos ,178,0,0,3,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,4,0,0,4,131,2,0,1,3,2,0,0,1,2,1,0,1,1
6127,1,male,48,Budakeszi,Szakorvos ,171,0,2,3,1,1,0,1,1,1,5,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,4,1341,3,0,1,1,2,1,0,1,2,0,1,0,3
6128,1,female,47,Budakeszi,Lakatos ,171,0,0,4,1,1,1,1,1,3,2,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,2,0,3,1984,3,3,1,3,2,0,0,1,2,1,1,1,3
6129,1,male,44,Nagykanizsa,Szakorvos ,162,1,0,3,1,1,1,1,2,2,3,4,0,0,0,1,0,0,1,1,1,1,1,1,0,3,1,0,4,2,3,4,0,1,0,1,1,1,0,0,1,2,1,1,1,0
6130,1,female,44,Budakeszi,asztalos ,180,4,0,3,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,3,1,0,0,0,2,0,1,1,2,0,0,1,0,1,1,0,4
6131,1,male,45,Nagykanizsa,asztalos ,159,3,2,3,0,1,1,1,2,3,2,0,0,1,543114,1,0,0,0,1,0,0,1,1,1,4,1,0,1,0,3,3,0,3,2,1,1,1,1,0,2,2,1,1,0,2
6132,1,male,64,Budakeszi,Szakorvos ,162,3,0,0,0,1,3,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,700,2,1,1,1,2,1,0,1,0,0,1,0,1
6133,1,male,39,Nagykanizsa,asztalos ,167,4,0,4,1,1,1,1,1,2,6,1,0,1,0,1,0,0,0,0,1,0,1,1,1,5,1,1,1,0,0,2,0,2,1,1,3,2,1,1,1,2,1,1,1,1
6134,0,female,59,Budakeszi,Lakatos ,188,0,0,1,0,1,1,1,1,2,4,1,0,0,114085,1,0,0,0,1,1,0,1,1,0,5,1,0,4,2,0,3,0,1,2,1,3,0,0,0,2,0,1,1,1,2
6135,1,female,65,Budakeszi,Szakorvos ,176,0,0,1,0,1,1,1,1,3,4,1,0,1,2178221,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,4,0,2,0,1,1,2,0,1,1,0,1,1,0,0
6136,1,female,65,Nagykanizsa,Szakorvos ,168,4,1,4,1,1,1,1,1,0,7,4,0,1,287218,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,3,450,3,2,1,2,0,0,1,1,2,0,1,0,1
6137,1,male,58,Nagykanizsa,Lakatos ,187,0,0,1,1,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,4,2,0,0,0,3,0,1,3,1,0,1,2,2,1,0,1,4
6138,0,male,34,Nagykanizsa,asztalos ,154,2,0,4,1,1,1,1,2,2,1,1,0,0,771164,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,1049,2,1,1,3,1,1,0,1,0,1,0,1,1
6139,0,male,35,Nagykanizsa,asztalos ,150,4,2,3,1,1,1,1,1,2,4,1,0,1,0,0,0,1,0,1,0,1,1,1,1,3,1,0,0,0,0,1,173,2,3,1,1,2,0,0,1,0,0,1,0,1
6140,1,male,27,Nagykanizsa,Szakorvos ,170,0,0,1,0,1,3,1,3,2,3,3,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1136,2,1,1,1,1,1,0,0,1,0,0,1,0
6141,1,male,56,Nagykanizsa,Szakorvos ,185,3,0,4,1,1,1,1,1,0,2,4,0,1,292485,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,3,0,6019,1,2,1,1,0,1,0,2,2,0,1,0,1
6142,1,female,26,Nagykanizsa,Lakatos ,171,3,0,3,1,1,1,0,1,2,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,3,1,0,2,2,1,3,2,1,0,2,2,0,0,0,1
6143,0,male,39,Nagykanizsa,Lakatos ,154,4,2,3,1,1,1,0,4,2,0,0,0,1,50230046,0,0,0,1,1,1,0,1,0,1,5,1,0,1,0,3,0,0,3,3,1,1,1,1,0,2,0,1,1,1,3
6144,1,male,26,Nagykanizsa,Lakatos ,186,4,0,4,0,1,2,1,2,2,2,0,0,1,175127,1,0,1,0,1,1,0,1,1,0,3,1,0,1,0,0,1,164,3,1,1,1,2,0,0,0,1,1,1,1,2
6145,1,male,28,Nagybajcs,Szakorvos ,167,3,0,3,0,1,1,1,5,3,3,0,0,1,2117139,1,0,1,0,1,1,1,1,1,0,5,1,0,1,0,0,3,3530,2,1,1,2,2,1,0,1,0,0,1,0,1
6146,1,female,45,Nagykanizsa,Lakatos ,172,0,0,4,0,1,1,1,3,0,2,0,0,0,574501,1,0,0,1,0,0,0,0,1,1,4,1,1,4,4,0,1,12776,2,1,1,0,1,1,0,1,1,1,1,0,4
6147,1,female,42,Budakeszi,Lakatos ,170,0,2,4,0,1,1,1,2,2,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,78,0,0,1,3,2,1,1,1,2,0,1,1,3
6148,1,male,33,Budakeszi,asztalos ,180,3,2,1,1,0,1,1,2,2,3,0,0,0,0,1,0,0,0,1,1,0,1,1,1,5,2,0,0,2,0,0,117,3,0,1,2,1,0,1,1,2,0,0,0,2
6149,1,male,51,Budakeszi,Szakorvos ,188,4,0,3,1,1,1,1,5,2,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,2,2,0,7892,2,0,1,1,0,0,1,1,1,0,0,1,1
6150,0,male,44,Nagykanizsa,asztalos ,162,3,0,3,0,1,1,1,1,3,1,1,0,0,1319566,1,0,1,0,1,1,0,1,1,1,0,2,0,1,2,0,3,828,1,1,1,3,2,1,1,1,1,0,1,0,1
6151,0,male,29,Budakeszi,asztalos ,180,3,0,0,1,1,1,1,3,3,6,4,0,1,2206017,1,0,0,1,1,1,1,1,1,1,1,1,0,1,2,0,3,0,2,1,1,0,2,0,0,0,2,0,0,0,0
6152,0,male,29,Budakeszi,asztalos ,159,3,0,0,1,1,1,1,1,2,0,0,0,0,206786,1,0,0,0,1,0,1,1,1,1,2,1,0,1,0,0,0,376,3,1,1,1,0,0,0,1,0,1,0,0,1
6153,0,male,55,Budakeszi,Lakatos ,168,4,0,3,1,1,1,1,1,3,1,0,0,1,910112,1,0,0,1,0,0,1,1,0,0,1,1,1,1,2,0,4,0,2,3,1,1,2,1,0,2,2,1,0,0,1
6154,0,male,58,Nagykanizsa,Lakatos ,162,0,1,2,0,1,1,1,1,0,0,0,0,1,962897,0,1,1,0,0,1,0,0,1,0,5,0,0,1,0,0,3,1285,3,1,1,3,0,0,0,1,2,1,1,0,1
6155,0,male,45,Nagykanizsa,asztalos ,171,0,0,4,1,1,0,1,2,3,1,1,0,0,1565605,1,0,1,0,0,1,1,0,0,1,3,1,0,1,0,1,4,0,3,3,1,1,2,0,0,1,1,1,1,0,0
6156,0,male,31,Budakeszi,Lakatos ,162,4,1,1,1,1,2,1,11,3,3,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,2,0,0,0,0,0,697,2,3,1,1,1,0,1,1,1,0,1,1,4
6157,0,male,64,Nagybajcs,Szakorvos ,178,0,0,3,1,1,1,1,3,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,1,5,2,0,0,0,0,4,0,2,0,1,2,0,0,0,2,0,1,0,1,1
6158,0,male,53,Nagykanizsa,asztalos ,167,3,0,3,1,1,2,1,1,3,1,0,0,1,3001730,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,3,3,1,1,2,0,0,1,2,1,1,0,1
6159,1,male,37,Nagykanizsa,Lakatos ,160,4,2,3,0,1,1,1,1,2,2,1,0,1,989181,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,3,563,2,0,1,3,2,0,1,1,2,1,0,0,3
6160,1,male,40,Budakeszi,asztalos ,150,2,0,1,0,1,1,1,2,1,4,0,0,0,3453188,1,0,0,1,1,1,0,1,1,0,1,1,0,4,0,0,0,0,2,1,1,3,1,1,1,2,2,1,1,0,1
6161,1,male,35,Budakeszi,Lakatos ,181,0,0,1,1,1,1,1,1,2,4,1,0,0,22210152,1,1,1,1,1,0,1,1,1,1,1,2,0,1,0,2,0,886,2,0,1,3,2,1,0,2,2,0,1,0,2
6162,1,male,51,Budakeszi,Lakatos ,198,0,0,2,1,1,1,1,1,2,1,1,0,1,2712025,1,0,0,0,1,0,0,1,0,0,2,0,0,1,4,0,0,882,1,1,1,1,0,1,0,1,1,0,1,0,1
6163,1,male,49,Nagykanizsa,Szakorvos ,170,0,0,3,0,1,2,0,1,2,6,1,0,0,0,1,0,0,0,1,0,1,1,1,0,5,0,0,0,2,0,2,0,3,0,1,3,2,0,0,2,0,0,1,0,1
6164,1,female,41,Budakeszi,Lakatos ,150,1,0,3,1,1,1,1,1,2,1,0,0,0,663937,1,0,0,1,1,0,1,1,1,0,5,1,0,1,0,0,4,765,2,3,1,1,2,0,1,1,0,0,0,0,3
6165,1,male,47,Budakeszi,Szakorvos ,164,2,0,3,1,1,1,1,1,2,2,4,0,0,0,1,0,0,0,1,0,0,1,1,0,4,1,1,0,2,0,3,153,2,1,1,2,1,0,1,1,0,1,0,0,3
6166,1,male,56,Budakeszi,Lakatos ,191,4,0,1,1,0,1,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,2,0,1,1,0,0,0,1,3,0,2,1,0,0,2,2,0,1,0,1
6167,1,male,59,Nagykanizsa,Lakatos ,179,2,0,3,1,1,0,1,5,3,3,4,0,0,242912,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,3,34930,1,2,0,3,2,0,0,2,2,1,1,1,1
6168,0,male,25,Nagykanizsa,asztalos ,168,0,0,3,1,1,1,1,2,2,1,4,0,1,2415110,1,0,0,0,1,1,0,1,1,0,5,1,0,4,3,1,2,21,2,3,1,2,1,0,0,0,0,1,1,0,3
6169,1,female,37,Nagykanizsa,Lakatos ,158,2,0,3,1,1,1,1,1,3,0,4,0,0,0,1,0,1,0,1,1,0,1,0,1,4,1,0,1,2,0,1,544,3,3,1,3,0,1,0,1,1,1,1,0,0
6170,0,male,33,Nagykanizsa,Szakorvos ,165,0,0,3,1,1,1,1,1,2,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,3,1,1,1,2,0,1,7574,2,3,1,3,2,1,1,0,2,0,1,0,1
6171,0,male,49,Nagykanizsa,Szakorvos ,158,4,0,3,1,1,1,1,1,3,0,4,0,1,2300129,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,3,70,2,3,1,3,2,1,0,1,2,1,1,0,1
6172,1,male,28,Budakeszi,Lakatos ,169,1,2,4,1,1,1,1,1,3,1,0,0,0,1906618,1,0,1,0,1,0,1,1,1,0,0,2,0,1,1,0,4,0,2,1,1,1,1,1,0,1,1,0,0,0,3
6173,0,female,28,Budakeszi,Lakatos ,158,3,0,4,0,1,1,0,1,3,2,4,0,1,1049445,1,0,0,0,1,0,0,0,0,0,5,1,0,1,0,0,3,1557,3,0,1,1,2,0,0,2,0,0,1,0,1
6174,1,female,39,Nagybajcs,Szakorvos ,167,2,0,3,0,1,0,0,14,2,2,1,0,0,517526,1,0,0,0,1,0,1,1,1,1,0,3,0,1,2,3,4,0,2,1,1,1,2,1,0,2,2,1,0,1,1
6175,1,male,52,Budakeszi,Lakatos ,159,0,0,1,1,1,1,1,3,3,3,1,0,0,2800973,1,1,0,0,1,1,1,1,1,0,1,1,0,1,2,1,0,5236,2,1,1,1,2,1,1,1,2,1,0,0,1
6176,1,male,36,Nagykanizsa,Szakorvos ,168,4,2,3,1,1,2,1,2,2,2,0,0,1,19712583,1,1,0,0,1,1,1,1,1,1,0,1,0,4,2,0,0,0,3,3,1,1,1,0,0,2,2,0,1,0,1
6177,1,male,27,Nagybajcs,asztalos ,180,3,2,3,0,1,1,1,1,3,3,4,0,0,2838322,0,0,0,0,1,0,0,1,1,0,3,2,0,1,2,1,0,0,3,3,1,3,1,0,0,1,0,1,1,0,1
6178,0,male,25,Nagybajcs,asztalos ,159,0,0,2,0,1,1,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,5,1,0,4,2,3,4,1688,3,1,1,1,1,0,0,1,0,1,0,0,3
6179,1,male,61,Nagybajcs,asztalos ,180,3,1,3,1,1,1,1,8,2,3,1,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,0,1,1,0,4,64,1,2,1,3,2,0,0,1,0,1,0,0,3
6180,1,male,48,Budakeszi,Szakorvos ,165,3,2,0,1,1,1,1,0,0,0,0,0,0,1368987,1,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,1252,2,3,1,3,2,0,0,0,0,1,0,0,1
6181,1,male,59,Nagykanizsa,Szakorvos ,153,4,0,3,1,1,1,1,1,1,3,0,0,1,1279176,1,0,1,0,1,0,1,1,0,1,5,1,0,2,0,3,4,0,3,3,0,3,2,1,0,1,1,0,1,0,2
6182,1,female,29,Budakeszi,Szakorvos ,176,4,2,2,1,1,1,1,1,3,0,4,0,1,30923820,1,0,0,0,1,1,0,1,0,1,5,1,0,1,2,0,3,1179,2,1,1,1,2,1,1,1,2,1,0,0,3
6183,0,male,58,Budakeszi,asztalos ,190,4,0,3,0,1,1,1,2,2,2,0,0,0,495871,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,4,0,3,1,1,2,2,0,1,1,2,0,1,1,1
6184,1,female,29,Nagykanizsa,Szakorvos ,185,1,2,4,1,1,1,1,3,3,2,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,3,0,3,0,3,1,0,3,0,1,3,1,1,1,2,2,0,1,0,1
6185,0,male,33,Nagybajcs,asztalos ,159,4,0,4,1,1,1,1,2,3,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,1,0,1,0,1,0,0,1,1,1,1,2,1,0,1,1,1,0,0,2
6186,1,female,63,Nagykanizsa,Szakorvos ,163,0,0,3,1,1,1,1,1,3,0,2,0,0,0,1,0,0,1,1,1,0,1,0,0,3,0,0,0,2,2,1,0,2,1,1,1,2,1,1,1,2,1,0,1,1
6187,1,female,58,Budakeszi,Lakatos ,180,2,0,3,1,1,1,1,2,0,12,4,0,0,0,1,0,1,0,1,0,0,1,0,0,5,0,0,1,0,3,4,0,2,0,1,1,2,0,1,0,0,0,1,1,2
6188,1,male,48,Budakeszi,Szakorvos ,165,3,0,4,1,1,1,1,1,2,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,4,2,0,4,2,0,3,160,2,3,1,1,1,0,0,1,0,1,1,1,1
6189,1,male,42,Nagybajcs,Szakorvos ,193,3,1,3,1,1,2,1,2,3,0,1,0,0,538859,1,0,0,0,1,0,1,1,1,0,3,1,0,0,0,0,3,0,2,0,1,3,2,1,0,1,2,0,1,0,3
6190,0,male,29,Budakeszi,Szakorvos ,169,3,0,0,1,1,1,1,2,3,0,3,0,1,1744664,1,0,0,0,1,0,0,1,0,0,1,2,0,1,2,0,2,1392,1,2,1,2,2,0,1,1,0,0,1,1,3
6191,0,male,35,Nagykanizsa,Lakatos ,155,3,0,4,1,1,1,1,1,3,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,2,0,4,0,0,0,0,1,0,1,1,2,0,0,2,0,0,1,0,0
6192,1,male,34,Nagykanizsa,Lakatos ,169,4,1,3,1,1,1,1,1,3,4,1,0,1,0,0,0,1,0,1,0,0,1,1,1,5,1,0,1,0,0,4,15019,1,0,1,0,2,0,0,1,1,1,0,0,1
6193,1,female,30,Budakeszi,asztalos ,188,4,2,2,1,1,1,1,2,3,4,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,2,0,0,0,2,1,1,3,2,0,1,1,2,1,1,1,1
6194,0,male,58,Nagykanizsa,Lakatos ,175,0,0,3,1,1,1,1,1,3,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,2,0,0,1445,2,1,1,3,2,0,0,2,2,1,1,0,0
6195,0,male,44,Nagykanizsa,Lakatos ,173,3,0,3,0,1,1,1,2,2,5,4,0,0,2689389,0,0,0,0,1,0,1,1,0,1,5,0,0,1,0,1,2,253,2,1,1,2,1,0,1,1,0,1,1,1,3
6196,0,female,56,Nagykanizsa,Szakorvos ,167,0,0,3,1,1,1,0,4,3,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,2,0,4,2,0,4,0,2,1,1,1,2,1,0,2,0,1,1,0,3
6197,0,male,45,Budakeszi,Lakatos ,173,3,0,3,1,1,1,1,1,2,2,1,0,0,593348,1,1,1,0,1,1,1,1,1,0,2,1,0,1,0,0,0,1135,2,3,1,2,2,1,1,2,0,0,0,0,1
